batch,domain,city,niche,monthly value,listing,where,status,note
1,virginiabeachcaraccidentlawyerpros.com,Virginia Beach,legal,2000,State bar directory,varies by state,hold until a firm signs,best local legal link there is
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,Nextdoor Business,business.nextdoor.com,todo,genuinely local
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,Yellow Pages,yellowpages.com,todo,free tier
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,Houzz,houzz.com/pro,todo,"followed link, free pro profile"
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,Angi,angi.com/companylist,todo,expect sales calls
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,Thumbtack,thumbtack.com/pro,todo,free to list
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,Porch,porch.com/pro,todo,contractor directory
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,BuildZoom,buildzoom.com,todo,free claim
1,mckinneygaragedoorrepairpros.com,McKinney,home services,1500,Networx,networx.com/contractor,todo,contractor directory
1,modestoacrepairpros.com,Modesto,home services,1500,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
1,modestoacrepairpros.com,Modesto,home services,1500,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
1,modestoacrepairpros.com,Modesto,home services,1500,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
1,modestoacrepairpros.com,Modesto,home services,1500,Nextdoor Business,business.nextdoor.com,todo,genuinely local
1,modestoacrepairpros.com,Modesto,home services,1500,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
1,modestoacrepairpros.com,Modesto,home services,1500,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
1,modestoacrepairpros.com,Modesto,home services,1500,Yellow Pages,yellowpages.com,todo,free tier
1,modestoacrepairpros.com,Modesto,home services,1500,Houzz,houzz.com/pro,todo,"followed link, free pro profile"
1,modestoacrepairpros.com,Modesto,home services,1500,Angi,angi.com/companylist,todo,expect sales calls
1,modestoacrepairpros.com,Modesto,home services,1500,Thumbtack,thumbtack.com/pro,todo,free to list
1,modestoacrepairpros.com,Modesto,home services,1500,Porch,porch.com/pro,todo,contractor directory
1,modestoacrepairpros.com,Modesto,home services,1500,BuildZoom,buildzoom.com,todo,free claim
1,modestoacrepairpros.com,Modesto,home services,1500,Networx,networx.com/contractor,todo,contractor directory
1,sacramentoacrepair.com,Sacramento,home services,1500,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
1,sacramentoacrepair.com,Sacramento,home services,1500,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
1,sacramentoacrepair.com,Sacramento,home services,1500,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
1,sacramentoacrepair.com,Sacramento,home services,1500,Nextdoor Business,business.nextdoor.com,todo,genuinely local
1,sacramentoacrepair.com,Sacramento,home services,1500,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
1,sacramentoacrepair.com,Sacramento,home services,1500,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
1,sacramentoacrepair.com,Sacramento,home services,1500,Yellow Pages,yellowpages.com,todo,free tier
1,sacramentoacrepair.com,Sacramento,home services,1500,Houzz,houzz.com/pro,todo,"followed link, free pro profile"
1,sacramentoacrepair.com,Sacramento,home services,1500,Angi,angi.com/companylist,todo,expect sales calls
1,sacramentoacrepair.com,Sacramento,home services,1500,Thumbtack,thumbtack.com/pro,todo,free to list
1,sacramentoacrepair.com,Sacramento,home services,1500,Porch,porch.com/pro,todo,contractor directory
1,sacramentoacrepair.com,Sacramento,home services,1500,BuildZoom,buildzoom.com,todo,free claim
1,sacramentoacrepair.com,Sacramento,home services,1500,Networx,networx.com/contractor,todo,contractor directory
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,Nextdoor Business,business.nextdoor.com,todo,genuinely local
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,Yellow Pages,yellowpages.com,todo,free tier
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,Houzz,houzz.com/pro,todo,"followed link, free pro profile"
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,Angi,angi.com/companylist,todo,expect sales calls
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,Thumbtack,thumbtack.com/pro,todo,free to list
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,Porch,porch.com/pro,todo,contractor directory
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,BuildZoom,buildzoom.com,todo,free claim
1,sanjoseemergencyplumberpros.com,San Jose,home services,1500,Networx,networx.com/contractor,todo,contractor directory
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,Nextdoor Business,business.nextdoor.com,todo,genuinely local
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,Yellow Pages,yellowpages.com,todo,free tier
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,Justia,lawyers.justia.com,hold until a firm signs,strong followed link
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,Avvo,avvo.com/claim-your-profile,hold until a firm signs,free claim
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,FindLaw,lawyers.findlaw.com,hold until a firm signs,free basic tier
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,Lawyers.com,lawyers.com,hold until a firm signs,free basic tier
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,HG.org,hg.org,hold until a firm signs,free basic tier
2,tampacriminaldefenselawyerpros.com,Tampa,legal,1500,State bar directory,varies by state,hold until a firm signs,best local legal link there is
2,allenacrepairpros.com,Allen,home services,1250,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
2,allenacrepairpros.com,Allen,home services,1250,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
2,allenacrepairpros.com,Allen,home services,1250,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
2,allenacrepairpros.com,Allen,home services,1250,Nextdoor Business,business.nextdoor.com,todo,genuinely local
2,allenacrepairpros.com,Allen,home services,1250,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
2,allenacrepairpros.com,Allen,home services,1250,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
2,allenacrepairpros.com,Allen,home services,1250,Yellow Pages,yellowpages.com,todo,free tier
2,allenacrepairpros.com,Allen,home services,1250,Houzz,houzz.com/pro,todo,"followed link, free pro profile"
2,allenacrepairpros.com,Allen,home services,1250,Angi,angi.com/companylist,todo,expect sales calls
2,allenacrepairpros.com,Allen,home services,1250,Thumbtack,thumbtack.com/pro,todo,free to list
2,allenacrepairpros.com,Allen,home services,1250,Porch,porch.com/pro,todo,contractor directory
2,allenacrepairpros.com,Allen,home services,1250,BuildZoom,buildzoom.com,todo,free claim
2,allenacrepairpros.com,Allen,home services,1250,Networx,networx.com/contractor,todo,contractor directory
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,Nextdoor Business,business.nextdoor.com,todo,genuinely local
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,Yellow Pages,yellowpages.com,todo,free tier
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,Justia,lawyers.justia.com,hold until a firm signs,strong followed link
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,Avvo,avvo.com/claim-your-profile,hold until a firm signs,free claim
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,FindLaw,lawyers.findlaw.com,hold until a firm signs,free basic tier
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,Lawyers.com,lawyers.com,hold until a firm signs,free basic tier
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,HG.org,hg.org,hold until a firm signs,free basic tier
2,dallaswrongfuldeathlawyerpros.com,Dallas,legal,1250,State bar directory,varies by state,hold until a firm signs,best local legal link there is
2,denverfurnacerepairpros.com,Denver,home services,1250,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
2,denverfurnacerepairpros.com,Denver,home services,1250,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
2,denverfurnacerepairpros.com,Denver,home services,1250,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
2,denverfurnacerepairpros.com,Denver,home services,1250,Nextdoor Business,business.nextdoor.com,todo,genuinely local
2,denverfurnacerepairpros.com,Denver,home services,1250,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
2,denverfurnacerepairpros.com,Denver,home services,1250,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
2,denverfurnacerepairpros.com,Denver,home services,1250,Yellow Pages,yellowpages.com,todo,free tier
2,denverfurnacerepairpros.com,Denver,home services,1250,Houzz,houzz.com/pro,todo,"followed link, free pro profile"
2,denverfurnacerepairpros.com,Denver,home services,1250,Angi,angi.com/companylist,todo,expect sales calls
2,denverfurnacerepairpros.com,Denver,home services,1250,Thumbtack,thumbtack.com/pro,todo,free to list
2,denverfurnacerepairpros.com,Denver,home services,1250,Porch,porch.com/pro,todo,contractor directory
2,denverfurnacerepairpros.com,Denver,home services,1250,BuildZoom,buildzoom.com,todo,free claim
2,denverfurnacerepairpros.com,Denver,home services,1250,Networx,networx.com/contractor,todo,contractor directory
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,Nextdoor Business,business.nextdoor.com,todo,genuinely local
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,Yellow Pages,yellowpages.com,todo,free tier
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,Houzz,houzz.com/pro,todo,"followed link, free pro profile"
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,Angi,angi.com/companylist,todo,expect sales calls
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,Thumbtack,thumbtack.com/pro,todo,free to list
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,Porch,porch.com/pro,todo,contractor directory
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,BuildZoom,buildzoom.com,todo,free claim
2,garagedoorrepairnapervillepros.com,Naperville,home services,1250,Networx,networx.com/contractor,todo,contractor directory
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,Nextdoor Business,business.nextdoor.com,todo,genuinely local
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,Yellow Pages,yellowpages.com,todo,free tier
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,Justia,lawyers.justia.com,hold until a firm signs,strong followed link
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,Avvo,avvo.com/claim-your-profile,hold until a firm signs,free claim
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,FindLaw,lawyers.findlaw.com,hold until a firm signs,free basic tier
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,Lawyers.com,lawyers.com,hold until a firm signs,free basic tier
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,HG.org,hg.org,hold until a firm signs,free basic tier
2,losangelesdogbitelawyerpros.com,Los Angeles,legal,1250,State bar directory,varies by state,hold until a firm signs,best local legal link there is
2,orlandomovingcompanypros.com,Orlando,home services,1250,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
2,orlandomovingcompanypros.com,Orlando,home services,1250,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
2,orlandomovingcompanypros.com,Orlando,home services,1250,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
2,orlandomovingcompanypros.com,Orlando,home services,1250,Nextdoor Business,business.nextdoor.com,todo,genuinely local
2,orlandomovingcompanypros.com,Orlando,home services,1250,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
2,orlandomovingcompanypros.com,Orlando,home services,1250,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
2,orlandomovingcompanypros.com,Orlando,home services,1250,Yellow Pages,yellowpages.com,todo,free tier
2,orlandomovingcompanypros.com,Orlando,home services,1250,Houzz,houzz.com/pro,todo,"followed link, free pro profile"
2,orlandomovingcompanypros.com,Orlando,home services,1250,Angi,angi.com/companylist,todo,expect sales calls
2,orlandomovingcompanypros.com,Orlando,home services,1250,Thumbtack,thumbtack.com/pro,todo,free to list
2,orlandomovingcompanypros.com,Orlando,home services,1250,Porch,porch.com/pro,todo,contractor directory
2,orlandomovingcompanypros.com,Orlando,home services,1250,BuildZoom,buildzoom.com,todo,free claim
2,orlandomovingcompanypros.com,Orlando,home services,1250,Networx,networx.com/contractor,todo,contractor directory
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,Nextdoor Business,business.nextdoor.com,todo,genuinely local
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,Yellow Pages,yellowpages.com,todo,free tier
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,Justia,lawyers.justia.com,hold until a firm signs,strong followed link
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,Avvo,avvo.com/claim-your-profile,hold until a firm signs,free claim
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,FindLaw,lawyers.findlaw.com,hold until a firm signs,free basic tier
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,Lawyers.com,lawyers.com,hold until a firm signs,free basic tier
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,HG.org,hg.org,hold until a firm signs,free basic tier
2,sacramentodogbitelawyerpros.com,Sacramento,legal,1250,State bar directory,varies by state,hold until a firm signs,best local legal link there is
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,Nextdoor Business,business.nextdoor.com,todo,genuinely local
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,Yellow Pages,yellowpages.com,todo,free tier
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,Houzz,houzz.com/pro,todo,"followed link, free pro profile"
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,Angi,angi.com/companylist,todo,expect sales calls
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,Thumbtack,thumbtack.com/pro,todo,free to list
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,Porch,porch.com/pro,todo,contractor directory
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,BuildZoom,buildzoom.com,todo,free claim
3,tucsonemergencyplumberpros.com,Tucson,home services,1250,Networx,networx.com/contractor,todo,contractor directory
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,Yelp,biz.yelp.com,todo,"real call volume; claim only, never solicit reviews"
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,Nextdoor Business,business.nextdoor.com,todo,genuinely local
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,Apple Business Connect,businessconnect.apple.com,todo,feeds Apple Maps and Siri
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,Better Business Bureau,bbb.org,todo,free listing; skip paid accreditation
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,Yellow Pages,yellowpages.com,todo,free tier
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,Houzz,houzz.com/pro,todo,"followed link, free pro profile"
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,Angi,angi.com/companylist,todo,expect sales calls
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,Thumbtack,thumbtack.com/pro,todo,free to list
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,Porch,porch.com/pro,todo,contractor directory
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,BuildZoom,buildzoom.com,todo,free claim
3,arlingtonbathroomremodelingpros.com,Arlington,home services,1000,Networx,networx.com/contractor,todo,contractor directory
3,bocaratongaragedoorrepairpros.com,Boca Raton,home services,1000,Google Search Console,search.google.com/search-console,todo,not a link -- how we see indexing
3,bocaratongaragedoorrepairpros.com,Boca Raton,home services,1000,Bing Webmaster Tools,bing.com/webmasters,todo,import from Search Console in one click
